Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	enr	idx_ROC
12299	ENSG00000243130	protein_coding	PSG11	19	ENSP00000319140	258	12041
12300	ENSG00000203780	protein_coding	FANK1	10	ENSP00000357682	258	12042
12301	ENSG00000132554	protein_coding	RGS22	8	ENSP00000354109	258	12043
12302	ENSG00000123240	protein_coding	OPTN	10	ENSP00000368022	258	12044
12303	ENSG00000103197	protein_coding	TSC2	16	ENSP00000219476	258	12045
12304	ENSG00000123096	protein_coding	SSPN	12	ENSP00000242729	258	12046
12305	ENSG00000168497	protein_coding	CAVIN2	2	ENSP00000305675	258	12047
12306	ENSG00000172828	protein_coding	CES3	16	ENSP00000304782	258	12048
12307	ENSG00000183439	protein_coding	TRIM61	4	ENSP00000332288	258	12049
12308	ENSG00000168418	protein_coding	KCNG4	16	ENSP00000312129	258	12050
12309	ENSG00000183048	protein_coding	SLC25A10	17	ENSP00000446242	258	12051
12310	ENSG00000198650	protein_coding	TAT	16	ENSP00000348234	258	12052
12311	ENSG00000123144	protein_coding	TRIR	19	ENSP00000242784	258	12053
12312	ENSG00000189058	protein_coding	APOD	3	ENSP00000345179	258	12054
12313	ENSG00000108091	protein_coding	CCDC6	10	ENSP00000263102	258	12055
12314	ENSG00000156920	protein_coding	ADGRG4	X	ENSP00000377699	258	12056
12315	ENSG00000170242	protein_coding	USP47	11	ENSP00000433146	258	12057
12316	ENSG00000111275	protein_coding	ALDH2	12	ENSP00000261733	258	12058
12317	ENSG00000156411	protein_coding	ATP5MJ	14	ENSP00000401770	258	12059
12318	ENSG00000156675	protein_coding	RAB11FIP1	8	ENSP00000331342	258	12060
12319	ENSG00000173531	protein_coding	MST1	3	ENSP00000414287	258	12061
12320	ENSG00000122507	protein_coding	BBS9	7	ENSP00000242067	258	12062
12321	ENSG00000284690	protein_coding	CD300H	17	NA	258	12063
12322	ENSG00000188076	protein_coding	SCGB1C1	11	ENSP00000344545	258	12064
12323	ENSG00000147684	protein_coding	NDUFB9	8	ENSP00000276689	258	12065
12324	ENSG00000258484	protein_coding	SPESP1	15	ENSP00000312284	258	12066
12325	ENSG00000162763	protein_coding	LRRC52	1	ENSP00000294818	258	12067
12326	ENSG00000125966	protein_coding	MMP24	20	ENSP00000246186	258	12068
12327	ENSG00000179455	protein_coding	MKRN3	15	ENSP00000313881	258	12069
12328	ENSG00000003096	protein_coding	KLHL13	X	ENSP00000443191	258	12070
12329	ENSG00000214376	protein_coding	VSTM5	11	ENSP00000386607	258	12071
12330	ENSG00000117115	protein_coding	PADI2	1	ENSP00000364635	258	12072
12331	ENSG00000112337	protein_coding	SLC17A2	6	ENSP00000367081	258	12073
12332	ENSG00000269743	protein_coding	SLC25A53	X	ENSP00000468980	258	12074
12333	ENSG00000139220	protein_coding	PPFIA2	12	ENSP00000450337	258	12075
12334	ENSG00000265763	protein_coding	ZNF488	10	ENSP00000462269	258	12076
12335	ENSG00000183840	protein_coding	GPR39	2	ENSP00000327417	258	12077
12336	ENSG00000197658	protein_coding	SLC22A24	11	ENSP00000480336	258	12078
12337	ENSG00000187151	protein_coding	ANGPTL5	11	ENSP00000335255	258	12079
12338	ENSG00000179889	protein_coding	PDXDC1	16	ENSP00000379691	258	12080
12339	ENSG00000162753	protein_coding	SLC9C2	1	ENSP00000356687	258	12081
12340	ENSG00000168447	protein_coding	SCNN1B	16	ENSP00000345751	258	12082
12341	ENSG00000046651	protein_coding	OFD1	X	ENSP00000344314	258	12083
12342	ENSG00000124251	protein_coding	TP53TG5	20	ENSP00000361811	258	12084
12343	ENSG00000115297	protein_coding	TLX2	2	ENSP00000233638	258	12085
12344	ENSG00000156096	protein_coding	UGT2B4	4	ENSP00000305221	258	12086
12345	ENSG00000185055	protein_coding	EFCAB10	7	ENSP00000418678	258	12087
12346	ENSG00000141446	protein_coding	ESCO1	18	ENSP00000269214	258	12088
12347	ENSG00000140396	protein_coding	NCOA2	8	ENSP00000399968	258	12089
12348	ENSG00000136274	protein_coding	NACAD	7	ENSP00000420477	258	12090
12349	ENSG00000188833	protein_coding	ENTPD8	9	ENSP00000360561	258	12091
12350	ENSG00000176182	protein_coding	MYPOP	19	ENSP00000325402	258	12092
12351	ENSG00000182836	protein_coding	PLCXD3	5	ENSP00000367032	258	12093
12352	ENSG00000156642	protein_coding	NPTN	15	ENSP00000290401	258	12094
12353	ENSG00000161609	protein_coding	KASH5	19	ENSP00000404220	258	12095
12354	ENSG00000205307	protein_coding	SAP25	7	ENSP00000481351	258	12096
12355	ENSG00000185053	protein_coding	SGCZ	8	ENSP00000371512	258	12097
12356	ENSG00000213015	protein_coding	ZNF580	19	ENSP00000443957	258	12098
12357	ENSG00000111678	protein_coding	C12orf57	12	ENSP00000229281	258	12099
12358	ENSG00000054179	protein_coding	ENTPD2	9	ENSP00000347213	258	12100
12359	ENSG00000134532	protein_coding	SOX5	12	ENSP00000398273	258	12101
12360	ENSG00000198315	protein_coding	ZKSCAN8	6	ENSP00000332750	258	12102
12361	ENSG00000152193	protein_coding	OBI1	13	ENSP00000282003	258	12103
12362	ENSG00000198822	protein_coding	GRM3	7	ENSP00000355316	258	12104
12363	ENSG00000183196	protein_coding	CHST6	16	ENSP00000328983	258	12105
12364	ENSG00000134248	protein_coding	LAMTOR5	1	ENSP00000256644	258	12106
12365	ENSG00000213714	protein_coding	FAM209B	20	ENSP00000360376	258	12107
12366	ENSG00000004777	protein_coding	ARHGAP33	19	ENSP00000320038	258	12108
12367	ENSG00000167635	protein_coding	ZNF146	19	ENSP00000400391	258	12109
12368	ENSG00000105613	protein_coding	MAST1	19	ENSP00000251472	258	12110
12369	ENSG00000145736	protein_coding	GTF2H2	5	ENSP00000328901	258	12111
12370	ENSG00000163257	protein_coding	DCAF16	4	ENSP00000371682	258	12112
12371	ENSG00000132485	protein_coding	ZRANB2	1	ENSP00000359958	258	12113
12372	ENSG00000101890	protein_coding	GUCY2F	X	ENSP00000218006	258	12114
12373	ENSG00000179071	protein_coding	CCDC89	11	ENSP00000320649	258	12115
12374	ENSG00000105136	protein_coding	ZNF419	19	ENSP00000388864	258	12116
12375	ENSG00000185010	protein_coding	F8	X	ENSP00000353393	258	12117
12376	ENSG00000163541	protein_coding	SUCLG1	2	ENSP00000377446	258	12118
12377	ENSG00000171872	protein_coding	KLF17	1	ENSP00000361373	258	12119
12378	ENSG00000114026	protein_coding	OGG1	3	ENSP00000306561	258	12120
12379	ENSG00000133138	protein_coding	TBC1D8B	X	ENSP00000349781	258	12121
12380	ENSG00000078043	protein_coding	PIAS2	18	ENSP00000465676	258	12122
12381	ENSG00000105186	protein_coding	ANKRD27	19	ENSP00000304292	258	12123
12382	ENSG00000171855	protein_coding	IFNB1	9	ENSP00000369581	258	12124
12383	ENSG00000130561	protein_coding	SAG	2	ENSP00000386444	258	12125
12384	ENSG00000168658	protein_coding	VWA3B	2	ENSP00000417955	258	12126
12385	ENSG00000130958	protein_coding	SLC35D2	9	ENSP00000253270	258	12127
12386	ENSG00000115540	protein_coding	MOB4	2	ENSP00000315702	258	12128
12387	ENSG00000169740	protein_coding	ZNF32	10	ENSP00000379143	258	12129
12388	ENSG00000123364	protein_coding	HOXC13	12	ENSP00000243056	258	12130
12389	ENSG00000179364	protein_coding	PACS2	14	ENSP00000393559	258	12131
12390	ENSG00000125484	protein_coding	GTF3C4	9	ENSP00000361219	258	12132
12391	ENSG00000268916	protein_coding	CSAG3	X	NA	258	12133
12392	ENSG00000242950	protein_coding	ERVW-1	7	ENSP00000419945	258	12134
12393	ENSG00000112319	protein_coding	EYA4	6	ENSP00000432770	258	12135
12394	ENSG00000181562	protein_coding	EDDM3A	14	ENSP00000315098	258	12136
12395	ENSG00000162496	protein_coding	DHRS3	1	ENSP00000480439	258	12137
12396	ENSG00000188153	protein_coding	COL4A5	X	ENSP00000331902	258	12138
12397	ENSG00000099849	protein_coding	RASSF7	11	ENSP00000380713	258	12139
12398	ENSG00000140416	protein_coding	TPM1	15	ENSP00000351022	258	12140
12399	ENSG00000126768	protein_coding	TIMM17B	X	ENSP00000379999	258	12141
12400	ENSG00000180090	protein_coding	OR3A1	17	ENSP00000313803	258	12142
12401	ENSG00000061987	protein_coding	MON2	12	ENSP00000377250	258	12143
12402	ENSG00000101052	protein_coding	IFT52	20	ENSP00000362121	258	12144
12403	ENSG00000189269	protein_coding	DRICH1	22	ENSP00000316137	258	12145
12404	ENSG00000170777	protein_coding	TPD52L3	9	ENSP00000341677	258	12146
12405	ENSG00000140006	protein_coding	WDR89	14	ENSP00000378399	258	12147
12406	ENSG00000206140	protein_coding	TMEM191C	22	NA	258	12148
12407	ENSG00000272980	protein_coding	NA	6	ENSP00000383715	258	12149
12408	ENSG00000197816	protein_coding	CCDC180	9	ENSP00000434727	258	12150
12409	ENSG00000169018	protein_coding	FEM1B	15	ENSP00000307298	258	12151
12410	ENSG00000184650	protein_coding	ODF4	17	ENSP00000331086	258	12152
12411	ENSG00000167910	protein_coding	CYP7A1	8	ENSP00000301645	258	12153
12412	ENSG00000177311	protein_coding	ZBTB38	3	ENSP00000426387	258	12154
12413	ENSG00000122375	protein_coding	OPN4	10	ENSP00000361141	258	12155
12414	ENSG00000169862	protein_coding	CTNND2	5	ENSP00000307134	258	12156
12415	ENSG00000112787	protein_coding	FBRSL1	12	ENSP00000396160	258	12157
12416	ENSG00000182132	protein_coding	KCNIP1	5	ENSP00000414886	258	12158
12417	ENSG00000212127	protein_coding	TAS2R14	12	ENSP00000441949	258	12159
12418	ENSG00000238227	protein_coding	TMEM250	9	ENSP00000453019	258	12160
12419	ENSG00000164946	protein_coding	FREM1	9	ENSP00000412940	258	12161
12420	ENSG00000150201	protein_coding	FXYD4	10	ENSP00000483791	258	12162
12421	ENSG00000170959	protein_coding	DCDC1	11	ENSP00000385936	258	12163
12422	ENSG00000137074	protein_coding	APTX	9	ENSP00000400806	258	12164
12423	ENSG00000130545	protein_coding	CRB3	19	ENSP00000349204	258	12165
12424	ENSG00000204909	protein_coding	SPINK9	5	ENSP00000367139	258	12166
12425	ENSG00000173930	protein_coding	SLCO4C1	5	ENSP00000309741	258	12167
12426	ENSG00000179914	protein_coding	ITLN1	1	ENSP00000323587	258	12168
12427	ENSG00000117569	protein_coding	PTBP2	1	ENSP00000359216	258	12169
12428	ENSG00000182050	protein_coding	MGAT4C	12	ENSP00000481096	258	12170
12429	ENSG00000178997	protein_coding	EXD1	15	ENSP00000415056	258	12171
12430	ENSG00000170748	protein_coding	RBMXL2	11	ENSP00000304139	258	12172
12431	ENSG00000206072	protein_coding	SERPINB11	18	ENSP00000441497	258	12173
12432	ENSG00000100324	protein_coding	TAB1	22	ENSP00000216160	258	12174
12433	ENSG00000184459	protein_coding	BPIFC	22	ENSP00000380594	258	12175
12434	ENSG00000221916	protein_coding	C19orf73	19	ENSP00000386230	258	12176
12435	ENSG00000086506	protein_coding	HBQ1	16	ENSP00000199708	258	12177
12436	ENSG00000104957	protein_coding	YJU2B	19	ENSP00000465776	258	12178
12437	ENSG00000127578	protein_coding	WFIKKN1	16	ENSP00000324763	258	12179
12438	ENSG00000061455	protein_coding	PRDM6	5	ENSP00000384725	258	12180
12439	ENSG00000163995	protein_coding	ABLIM2	4	ENSP00000393511	258	12181
12440	ENSG00000150768	protein_coding	DLAT	11	ENSP00000280346	258	12182
12441	ENSG00000137449	protein_coding	CPEB2	4	ENSP00000443985	258	12183
12442	ENSG00000102572	protein_coding	STK24	13	ENSP00000365730	258	12184
12443	ENSG00000221821	protein_coding	C6orf226	6	ENSP00000386146	258	12185
12444	ENSG00000144228	protein_coding	SPOPL	2	ENSP00000280098	258	12186
12445	ENSG00000135577	protein_coding	NMBR	6	ENSP00000258042	258	12187
12446	ENSG00000178233	protein_coding	TMEM151B	6	ENSP00000393161	258	12188
12447	ENSG00000175556	protein_coding	LONRF3	X	ENSP00000360690	258	12189
12448	ENSG00000178177	protein_coding	LCORL	4	ENSP00000371661	258	12190
12449	ENSG00000112232	protein_coding	KHDRBS2	6	ENSP00000281156	258	12191
12450	ENSG00000151690	protein_coding	MFSD6	2	ENSP00000376141	258	12192
12451	ENSG00000121851	protein_coding	POLR3GL	1	ENSP00000358320	258	12193
12452	ENSG00000172273	protein_coding	HINFP	11	ENSP00000318085	258	12194
12453	ENSG00000159398	protein_coding	CES5A	16	ENSP00000428864	258	12195
12454	ENSG00000147403	protein_coding	RPL10	X	ENSP00000413436	258	12196
12455	ENSG00000165476	protein_coding	REEP3	10	ENSP00000362863	258	12197
12456	ENSG00000165816	protein_coding	VWA2	10	ENSP00000376708	258	12198
12457	ENSG00000168283	protein_coding	BMI1	10	ENSP00000365851	258	12199
12458	ENSG00000100473	protein_coding	COCH	14	ENSP00000379862	258	12200
12459	ENSG00000174844	protein_coding	DNAH12	3	ENSP00000312554	258	12201
12460	ENSG00000183878	protein_coding	UTY	Y	NA	258	12202
12461	ENSG00000244045	protein_coding	TMEM199	17	ENSP00000292114	258	12203
12462	ENSG00000224470	protein_coding	ATXN1L	16	ENSP00000415822	258	12204
12463	ENSG00000100565	protein_coding	LRRC74A	14	ENSP00000377369	258	12205
12464	ENSG00000198570	protein_coding	RD3	1	ENSP00000355969	258	12206
12465	ENSG00000134588	protein_coding	USP26	X	ENSP00000423390	258	12207
12466	ENSG00000156374	protein_coding	PCGF6	10	ENSP00000358862	258	12208
12467	ENSG00000124356	protein_coding	STAMBP	2	ENSP00000377633	258	12209
12468	ENSG00000212128	protein_coding	TAS2R13	12	ENSP00000375095	258	12210
12469	ENSG00000132716	protein_coding	DCAF8	1	ENSP00000357052	258	12211
12470	ENSG00000146267	protein_coding	FAXC	6	ENSP00000374328	258	12212
12471	ENSG00000122971	protein_coding	ACADS	12	ENSP00000242592	258	12213
12472	ENSG00000277481	protein_coding	PKD1L3	16	ENSP00000480090	258	12214
12473	ENSG00000137075	protein_coding	RNF38	9	ENSP00000259605	258	12215
12474	ENSG00000163002	protein_coding	NUP35	2	ENSP00000295119	258	12216
12475	ENSG00000214300	protein_coding	SPDYE3	7	ENSP00000329565	258	12217
12476	ENSG00000189144	protein_coding	ZNF573	19	ENSP00000440464	258	12218
12477	ENSG00000186529	protein_coding	CYP4F3	19	ENSP00000221307	258	12219
12478	ENSG00000188219	protein_coding	POTEE	2	ENSP00000439189	258	12220
12479	ENSG00000162836	protein_coding	ACP6	1	ENSP00000463574	258	12221
12480	ENSG00000007168	protein_coding	PAFAH1B1	17	ENSP00000380378	258	12222
12481	ENSG00000204010	protein_coding	IFIT1B	10	ENSP00000360874	258	12223
12482	ENSG00000175110	protein_coding	MRPS22	3	ENSP00000418008	258	12224
12483	ENSG00000146576	protein_coding	INTS15	7	ENSP00000340220	258	12225
12484	ENSG00000156282	protein_coding	CLDN17	21	ENSP00000286808	258	12226
12485	ENSG00000174606	protein_coding	ANGEL2	1	ENSP00000355929	258	12227
12486	ENSG00000119414	protein_coding	PPP6C	9	ENSP00000392147	258	12228
12487	ENSG00000139910	protein_coding	NOVA1	14	ENSP00000438875	258	12229
12488	ENSG00000156564	protein_coding	LRFN2	6	ENSP00000345985	258	12230
12489	ENSG00000130377	protein_coding	ACSBG2	19	ENSP00000465589	258	12231
12490	ENSG00000150316	protein_coding	CWC15	11	ENSP00000475615	258	12232
12491	ENSG00000140067	protein_coding	FAM181A	14	ENSP00000267594	258	12233
12492	ENSG00000102738	protein_coding	MRPS31	13	ENSP00000315397	258	12234
12493	ENSG00000143869	protein_coding	GDF7	2	ENSP00000272224	258	12235
12494	ENSG00000113262	protein_coding	GRM6	5	ENSP00000231188	258	12236
12495	ENSG00000172987	protein_coding	HPSE2	10	ENSP00000359583	258	12237
12496	ENSG00000182674	protein_coding	KCNB2	8	ENSP00000430846	258	12238
12497	ENSG00000135248	protein_coding	GARIN1B	7	ENSP00000326652	258	12239
12498	ENSG00000179057	protein_coding	IGSF22	11	ENSP00000421191	258	12240
12499	ENSG00000182255	protein_coding	KCNA4	11	ENSP00000328511	258	12241
12500	ENSG00000187987	protein_coding	ZSCAN23	6	ENSP00000289788	258	12242
12501	ENSG00000152082	protein_coding	MZT2B	2	ENSP00000281871	258	12243
12502	ENSG00000198924	protein_coding	DCLRE1A	10	ENSP00000355185	258	12244
12503	ENSG00000198569	protein_coding	SLC34A3	9	ENSP00000442397	258	12245
12504	ENSG00000151474	protein_coding	FRMD4A	10	ENSP00000350032	258	12246
12505	ENSG00000154415	protein_coding	PPP1R3A	7	ENSP00000284601	258	12247
12506	ENSG00000214367	protein_coding	HAUS3	4	ENSP00000243706	258	12248
12507	ENSG00000204956	protein_coding	PCDHGA1	5	ENSP00000431083	258	12249
12508	ENSG00000112852	protein_coding	PCDHB2	5	ENSP00000194155	258	12250
12509	ENSG00000109738	protein_coding	GLRB	4	ENSP00000264428	258	12251
12510	ENSG00000133424	protein_coding	LARGE1	22	ENSP00000347088	258	12252
12511	ENSG00000126733	protein_coding	DACH2	X	ENSP00000362217	258	12253
12512	ENSG00000104679	protein_coding	R3HCC1	8	ENSP00000265806	258	12254
12513	ENSG00000122490	protein_coding	SLC66A2	18	ENSP00000380880	258	12255
12514	ENSG00000160808	protein_coding	MYL3	3	ENSP00000379210	258	12256
12515	ENSG00000170667	protein_coding	RASA4B	7	ENSP00000440982	258	12257
12516	ENSG00000129691	protein_coding	ASH2L	8	ENSP00000340896	258	12258
12517	ENSG00000132970	protein_coding	WASF3	13	ENSP00000335055	258	12259
12518	ENSG00000103160	protein_coding	HSDL1	16	ENSP00000219439	258	12260
12519	ENSG00000167085	protein_coding	PHB1	17	ENSP00000479488	258	12261
12520	ENSG00000163714	protein_coding	U2SURP	3	ENSP00000418563	258	12262
12521	ENSG00000189077	protein_coding	TMEM120A	7	ENSP00000473983	258	12263
12522	ENSG00000171858	protein_coding	RPS21	20	ENSP00000345957	258	12264
12523	ENSG00000184937	protein_coding	WT1	11	ENSP00000331327	258	12265
12524	ENSG00000165792	protein_coding	METTL17	14	ENSP00000372445	258	12266
12525	ENSG00000138433	protein_coding	CIR1	2	ENSP00000339723	258	12267
12526	ENSG00000205022	protein_coding	PABPN1L	16	ENSP00000408598	258	12268
12527	ENSG00000103423	protein_coding	DNAJA3	16	ENSP00000262375	258	12269
12528	ENSG00000178796	protein_coding	RIIAD1	1	ENSP00000419249	258	12270
12529	ENSG00000080224	protein_coding	EPHA6	3	ENSP00000374323	258	12271
12530	ENSG00000181781	protein_coding	ODF3L2	19	ENSP00000318029	258	12272
12531	ENSG00000173826	protein_coding	KCNH6	17	ENSP00000463533	258	12273
12532	ENSG00000114204	protein_coding	SERPINI2	3	ENSP00000481699	258	12274
12533	ENSG00000107807	protein_coding	TLX1	10	ENSP00000359215	258	12275
12534	ENSG00000103978	protein_coding	TMEM87A	15	ENSP00000374484	258	12276
12535	ENSG00000143768	protein_coding	LEFTY2	1	ENSP00000355785	258	12277
12536	ENSG00000067829	protein_coding	IDH3G	X	ENSP00000217901	258	12278
12537	ENSG00000170473	protein_coding	PYM1	12	ENSP00000386156	258	12279
12538	ENSG00000172318	protein_coding	B3GALT1	2	ENSP00000376456	258	12280
12539	ENSG00000183770	protein_coding	FOXL2	3	ENSP00000333188	258	12281
12540	ENSG00000107362	protein_coding	ABHD17B	9	ENSP00000366240	258	12282
12541	ENSG00000156017	protein_coding	CARNMT1	9	ENSP00000366030	258	12283
12542	ENSG00000171621	protein_coding	SPSB1	1	ENSP00000330221	258	12284
12543	ENSG00000157625	protein_coding	TAB3	X	ENSP00000368215	258	12285
12544	ENSG00000225528	protein_coding	NA	22	NA	258	12286
12545	ENSG00000100053	protein_coding	CRYBB3	22	ENSP00000215855	258	12287
12546	ENSG00000125363	protein_coding	AMELX	X	ENSP00000370088	258	12288
12547	ENSG00000169189	protein_coding	NSMCE1	16	ENSP00000355077	258	12289
12548	ENSG00000161040	protein_coding	FBXL13	7	ENSP00000321927	258	12290
12549	ENSG00000188338	protein_coding	SLC38A3	3	ENSP00000481301	258	12291
12550	ENSG00000164144	protein_coding	ARFIP1	4	ENSP00000395083	258	12292
12551	ENSG00000196369	protein_coding	SRGAP2B	1	ENSP00000477776	258	12293
12552	ENSG00000164291	protein_coding	ARSK	5	ENSP00000369346	258	12294
12553	ENSG00000149328	protein_coding	GLB1L2	11	ENSP00000444628	258	12295
12554	ENSG00000197444	protein_coding	OGDHL	10	ENSP00000363216	258	12296
12555	ENSG00000155858	protein_coding	LSM11	5	ENSP00000286307	258	12297
12556	ENSG00000117697	protein_coding	NSL1	1	ENSP00000355944	258	12298
12557	ENSG00000115084	protein_coding	SLC35F5	2	ENSP00000245680	258	12299
12558	ENSG00000007001	protein_coding	UPP2	2	ENSP00000474090	258	12300
12559	ENSG00000170166	protein_coding	HOXD4	2	ENSP00000302548	258	12301
12560	ENSG00000101365	protein_coding	IDH3B	20	ENSP00000370223	258	12302
12561	ENSG00000169836	protein_coding	TACR3	4	ENSP00000303325	259	12302
12562	ENSG00000166840	protein_coding	GLYATL1	11	ENSP00000300079	259	12303
12563	ENSG00000073598	protein_coding	FNDC8	17	ENSP00000158009	259	12304
12564	ENSG00000121440	protein_coding	PDZRN3	3	ENSP00000263666	259	12305
12565	ENSG00000110696	protein_coding	C11orf58	11	ENSP00000228136	259	12306
12566	ENSG00000134760	protein_coding	DSG1	18	ENSP00000257192	259	12307
12567	ENSG00000186442	protein_coding	KRT3	12	ENSP00000413479	259	12308
12568	ENSG00000205090	protein_coding	TMEM240	1	ENSP00000368007	259	12309
12569	ENSG00000159658	protein_coding	EFCAB14	1	ENSP00000361001	259	12310
12570	ENSG00000145194	protein_coding	ECE2	3	ENSP00000384223	259	12311
12571	ENSG00000183185	protein_coding	GABRR3	3	ENSP00000481321	259	12312
12572	ENSG00000180432	protein_coding	CYP8B1	3	ENSP00000318867	259	12313
12573	ENSG00000112592	protein_coding	TBP	6	ENSP00000375942	259	12314
12574	ENSG00000107669	protein_coding	ATE1	10	ENSP00000224652	259	12315
12575	ENSG00000161652	protein_coding	IZUMO2	19	ENSP00000293405	259	12316
12576	ENSG00000102349	protein_coding	KLF8	X	ENSP00000417303	259	12317
12577	ENSG00000204335	protein_coding	SP5	2	ENSP00000364430	259	12318
12578	ENSG00000160862	protein_coding	AZGP1	7	ENSP00000292401	259	12319
12579	ENSG00000205678	protein_coding	TECRL	4	ENSP00000370607	259	12320
12580	ENSG00000149084	protein_coding	HSD17B12	11	ENSP00000278353	259	12321
12581	ENSG00000176406	protein_coding	RIMS2	8	ENSP00000262231	259	12322
12582	ENSG00000204583	protein_coding	LRCOL1	12	ENSP00000479730	259	12323
12583	ENSG00000105135	protein_coding	ILVBL	19	ENSP00000263383	259	12324
12584	ENSG00000182613	protein_coding	OR2V2	5	ENSP00000332185	259	12325
12585	ENSG00000154518	protein_coding	ATP5MC3	2	ENSP00000284727	259	12326
12586	ENSG00000135638	protein_coding	EMX1	2	ENSP00000258106	259	12327
12587	ENSG00000120805	protein_coding	ARL1	12	ENSP00000261636	259	12328
12588	ENSG00000250479	protein_coding	CHCHD10	22	ENSP00000418428	259	12329
12589	ENSG00000179988	protein_coding	PSTK	10	ENSP00000357882	259	12330
12590	ENSG00000164659	protein_coding	ELAPOR2	7	ENSP00000413445	259	12331
12591	ENSG00000105583	protein_coding	WDR83OS	19	ENSP00000468969	259	12332
12592	ENSG00000164944	protein_coding	VIRMA	8	ENSP00000297591	259	12333
12593	ENSG00000050628	protein_coding	PTGER3	1	ENSP00000349003	259	12334
12594	ENSG00000074410	protein_coding	CA12	15	ENSP00000178638	259	12335
12595	ENSG00000118690	protein_coding	ARMC2	6	ENSP00000376417	259	12336
12596	ENSG00000141255	protein_coding	SPATA22	17	ENSP00000459580	259	12337
12597	ENSG00000150556	protein_coding	LYPD6B	2	ENSP00000387077	259	12338
12598	ENSG00000157224	protein_coding	CLDN12	7	ENSP00000287916	259	12339
12599	ENSG00000136463	protein_coding	TACO1	17	ENSP00000258975	259	12340
12600	ENSG00000187024	protein_coding	PTRH1	9	ENSP00000418661	259	12341
12601	ENSG00000204345	protein_coding	CD300LD	17	ENSP00000364501	259	12342
12602	ENSG00000197808	protein_coding	ZNF461	19	ENSP00000467931	259	12343
12603	ENSG00000143858	protein_coding	SYT2	1	ENSP00000356236	259	12344
12604	ENSG00000256407	protein_coding	NA	1	NA	259	12345
12605	ENSG00000253537	protein_coding	PCDHGA7	5	ENSP00000430024	259	12346
12606	ENSG00000197372	protein_coding	ZNF675	19	ENSP00000352836	259	12347
12607	ENSG00000256463	protein_coding	SALL3	18	ENSP00000441823	259	12348
12608	ENSG00000155008	protein_coding	APOOL	X	ENSP00000362268	259	12349
12609	ENSG00000171130	protein_coding	ATP6V0E2	7	ENSP00000411672	259	12350
12610	ENSG00000212864	protein_coding	RNF208	9	ENSP00000376572	259	12351
12611	ENSG00000075240	protein_coding	GRAMD4	22	ENSP00000385689	259	12352
12612	ENSG00000109381	protein_coding	ELF2	4	ENSP00000377782	259	12353
12613	ENSG00000080503	protein_coding	SMARCA2	9	ENSP00000265773	259	12354
12614	ENSG00000261587	protein_coding	TMEM249	8	ENSP00000454468	259	12355
12615	ENSG00000163793	protein_coding	DNAJC5G	2	ENSP00000296097	259	12356
12616	ENSG00000120907	protein_coding	ADRA1A	8	ENSP00000369960	259	12357
12617	ENSG00000264364	protein_coding	DYNLL2	17	ENSP00000477310	259	12358
12618	ENSG00000116151	protein_coding	MORN1	1	ENSP00000367792	259	12359
12619	ENSG00000054654	protein_coding	SYNE2	14	ENSP00000350719	259	12360
12620	ENSG00000102362	protein_coding	SYTL4	X	ENSP00000362080	259	12361
12621	ENSG00000158290	protein_coding	CUL4B	X	ENSP00000384109	259	12362
12622	ENSG00000188343	protein_coding	CIBAR1	8	ENSP00000429367	259	12363
12623	ENSG00000278619	protein_coding	MRM1	17	ENSP00000481559	259	12364
12624	ENSG00000170921	protein_coding	TANC2	17	ENSP00000387593	259	12365
12625	ENSG00000121741	protein_coding	ZMYM2	13	ENSP00000479904	259	12366
12626	ENSG00000171942	protein_coding	OR10H2	19	ENSP00000306095	259	12367
12627	ENSG00000180628	protein_coding	PCGF5	10	ENSP00000445704	259	12368
12628	ENSG00000146007	protein_coding	ZMAT2	5	ENSP00000274712	259	12369
12629	ENSG00000214511	protein_coding	HIGD1C	12	ENSP00000381473	259	12370
12630	ENSG00000105647	protein_coding	PIK3R2	19	ENSP00000222254	259	12371
12631	ENSG00000169605	protein_coding	GKN1	2	ENSP00000367172	259	12372
12632	ENSG00000157884	protein_coding	CIB4	2	ENSP00000288861	259	12373
12633	ENSG00000188672	protein_coding	RHCE	1	ENSP00000294413	259	12374
12634	ENSG00000183690	protein_coding	EFHC2	X	ENSP00000404232	259	12375
12635	ENSG00000181396	protein_coding	OGFOD3	17	ENSP00000330075	259	12376
12636	ENSG00000170113	protein_coding	NIPA1	15	ENSP00000337452	259	12377
12637	ENSG00000087495	protein_coding	PHACTR3	20	ENSP00000360054	259	12378
12638	ENSG00000086717	protein_coding	PPEF1	X	ENSP00000354871	259	12379
12639	ENSG00000078114	protein_coding	NEBL	10	ENSP00000366326	259	12380
12640	ENSG00000119431	protein_coding	HDHD3	9	ENSP00000238379	259	12381
12641	ENSG00000101883	protein_coding	RHOXF1	X	ENSP00000217999	259	12382
12642	ENSG00000139287	protein_coding	TPH2	12	ENSP00000329093	259	12383
12643	ENSG00000180758	protein_coding	GPR157	1	ENSP00000366628	259	12384
12644	ENSG00000163141	protein_coding	BNIPL	1	ENSP00000357927	259	12385
12645	ENSG00000136866	protein_coding	ZFP37	9	ENSP00000452552	259	12386
12646	ENSG00000143314	protein_coding	MRPL24	1	ENSP00000354525	259	12387
12647	ENSG00000136444	protein_coding	RSAD1	17	ENSP00000258955	259	12388
